year,County_of_Residence,Source_of_Payment,Births
2016-01-01,"Muscogee County, GA",Private Insurance,551
2016-01-01,"Macon County, IL",Private Insurance,687
2016-01-01,"Calcasieu Parish, LA",Private Insurance,1066
2016-01-01,"Davidson County, NC",Private Insurance,754
2016-01-01,"Kaufman County, TX",Private Insurance,838
2016-01-01,"Midland County, TX",Private Insurance,1438
2016-01-01,"Baltimore County, MD",Unknown or Not Stated,53
2016-01-01,"Unidentified Counties, SC",Unknown or Not Stated,34
2016-01-01,"Unidentified Counties, GA",Other,3998
2016-01-01,"Unidentified Counties, MT",Other,368
2016-01-01,"Hudson County, NJ",Other,28
2016-01-01,"Portage County, OH",Other,35
2016-01-01,"Wayne County, OH",Other,41
2016-01-01,"Volusia County, FL",Medicaid,2910
2016-01-01,"Rock Island County, IL",Medicaid,931
2016-01-01,"Montgomery County, MD",Medicaid,4335
2016-01-01,"Prince George's County, MD",Medicaid,6102
2016-01-01,"Monmouth County, NJ",Medicaid,1419
2016-01-01,"Luzerne County, PA",Medicaid,1544
2016-01-01,"Montgomery County, PA",Medicaid,1199
2016-01-01,"Hays County, TX",Medicaid,924
2016-01-01,"Marathon County, WI",Medicaid,654
2016-01-01,"Benton County, AR",Self Pay,254
2016-01-01,"Cobb County, GA",Self Pay,535
2016-01-01,"Orange County, NC",Self Pay,119
2016-01-01,"Bexar County, TX",Self Pay,2422
2016-01-01,"Ector County, TX",Self Pay,400
2016-01-01,"Navajo County, AZ",Private Insurance,308
2016-01-01,"Yuma County, AZ",Private Insurance,738
2016-01-01,"Clay County, FL",Private Insurance,958
2016-01-01,"Coweta County, GA",Private Insurance,895
2016-01-01,"Unidentified Counties, IL",Private Insurance,11933
2016-01-01,"Genesee County, MI",Private Insurance,1939
2016-01-01,"Wayne County, MI",Private Insurance,9435
2016-01-01,"Bergen County, NJ",Private Insurance,7468
2016-01-01,"Cumberland County, NJ",Private Insurance,627
2016-01-01,"Essex County, NJ",Private Insurance,4763
2016-01-01,"Adams County, PA",Private Insurance,585
2016-01-01,"Johnson County, TX",Private Insurance,881
2016-01-01,"Chesterfield County, VA",Private Insurance,2760
2016-01-01,"Fairfield County, CT",Unknown or Not Stated,30
2016-01-01,"Greenville County, SC",Unknown or Not Stated,13
2016-01-01,"Imperial County, CA",Other,14
2016-01-01,"San Luis Obispo County, CA",Other,52
2016-01-01,"Ventura County, CA",Other,355
2016-01-01,"Unidentified Counties, CA",Other,373
2016-01-01,"Cobb County, GA",Other,429
2016-01-01,"Ada County, ID",Other,203
2016-01-01,"Cumberland County, ME",Other,35
2016-01-01,"Howard County, MD",Other,135
2016-01-01,"Sarpy County, NE",Other,407
2016-01-01,"Onondaga County, NY",Other,106
2016-01-01,"Unidentified Counties, PA",Other,493
2016-01-01,"Shelby County, TN",Other,92
2016-01-01,"Potter County, TX",Other,34
2016-01-01,"Wichita County, TX",Other,207
2016-01-01,"Yakima County, WA",Other,63
2016-01-01,"Sonoma County, CA",Medicaid,1962
2016-01-01,"Litchfield County, CT",Medicaid,498
2016-01-01,"Kalamazoo County, MI",Medicaid,1299
2016-01-01,"Kalamazoo County, MI",Self Pay,77
2016-01-01,"San Juan County, NM",Self Pay,84
2016-01-01,"Robeson County, NC",Self Pay,111
2016-01-01,"Kings County, CA",Private Insurance,938
2016-01-01,"New London County, CT",Private Insurance,1255
2016-01-01,"Manatee County, FL",Private Insurance,1431
2016-01-01,"Pinellas County, FL",Private Insurance,3819
2016-01-01,"Carroll County, GA",Private Insurance,677
2016-01-01,"Saratoga County, NY",Private Insurance,1752
2016-01-01,"Durham County, NC",Private Insurance,2405
2016-01-01,"Medina County, OH",Private Insurance,1317
2016-01-01,"Arlington County, VA",Private Insurance,2619
2016-01-01,"Dane County, WI",Private Insurance,4510
2016-01-01,"Warren County, KY",Unknown or Not Stated,51
2016-01-01,"Sarpy County, NE",Unknown or Not Stated,17
2016-01-01,"Montgomery County, OH",Unknown or Not Stated,17
2016-01-01,"Sullivan County, TN",Unknown or Not Stated,25
2016-01-01,"Washington County, UT",Unknown or Not Stated,85
2016-01-01,"Unidentified Counties, AL",Other,1340
2016-01-01,"Unidentified Counties, AZ",Other,359
2016-01-01,"San Francisco County, CA",Other,17
2016-01-01,"Olmsted County, MN",Other,38
2016-01-01,"Scott County, MN",Other,28
2016-01-01,"New York County, NY",Other,58
2016-01-01,"Brazoria County, TX",Other,52
2016-01-01,"Washington County, AR",Medicaid,1158
2016-01-01,"Hillsborough County, FL",Medicaid,8762
2016-01-01,"Baltimore County, MD",Medicaid,3480
2016-01-01,"Cumberland County, NJ",Medicaid,931
2016-01-01,"Passaic County, NJ",Medicaid,3057
2016-01-01,"Orange County, NC",Medicaid,269
2016-01-01,"Unidentified Counties, NC",Medicaid,16958
2016-01-01,"Butler County, OH",Medicaid,1726
2016-01-01,"Lorain County, OH",Medicaid,1465
2016-01-01,"Lackawanna County, PA",Medicaid,651
2016-01-01,"Philadelphia County, PA",Medicaid,12012
2016-01-01,"Knox County, TN",Medicaid,2214
2016-01-01,"Tarrant County, TX",Medicaid,11249
2016-01-01,"Henrico County, VA",Medicaid,1103
2016-01-01,"Virginia Beach city, VA",Medicaid,1201
2016-01-01,"Monmouth County, NJ",Self Pay,450
2016-01-01,"Monroe County, NY",Self Pay,49
2016-01-01,"Allen County, OH",Private Insurance,596
2016-01-01,"Mahoning County, OH",Private Insurance,1008
2016-01-01,"Anderson County, SC",Private Insurance,1022
2016-01-01,"Harris County, TX",Private Insurance,26089
2016-01-01,"Tom Green County, TX",Private Insurance,757
2016-01-01,"Orange County, CA",Other,2199
2016-01-01,"San Joaquin County, CA",Other,101
2016-01-01,"Orleans Parish, LA",Other,59
2016-01-01,"Miami County, OH",Other,26
2016-01-01,"Pima County, AZ",Medicaid,5507
2016-01-01,"Kern County, CA",Medicaid,9384
2016-01-01,"Hendricks County, IN",Medicaid,349
2016-01-01,"Essex County, MA",Medicaid,2636
2016-01-01,"Middlesex County, MA",Medicaid,2898
2016-01-01,"Wake County, NC",Medicaid,2914
2016-01-01,"Schuylkill County, PA",Medicaid,493
2016-01-01,"Washington County, RI",Medicaid,282
2016-01-01,"Dallas County, TX",Medicaid,19156
2016-01-01,"Parker County, TX",Medicaid,601
2016-01-01,"Clayton County, GA",Self Pay,434
2016-01-01,"Boone County, KY",Self Pay,82
2016-01-01,"Unidentified Counties, NJ",Self Pay,72
2016-01-01,"Lake County, OH",Self Pay,51
2016-01-01,"Henrico County, VA",Self Pay,223
2016-01-01,"Loudoun County, VA",Self Pay,102
2016-01-01,"Richmond city, VA",Self Pay,366
2016-01-01,"Imperial County, CA",Private Insurance,779
2016-01-01,"Tulare County, CA",Private Insurance,1927
2016-01-01,"Seminole County, FL",Private Insurance,2628
2016-01-01,"Volusia County, FL",Private Insurance,1926
2016-01-01,"Forsyth County, GA",Private Insurance,1691
2016-01-01,"Unidentified Counties, IN",Private Insurance,15689
2016-01-01,"Camden County, NJ",Private Insurance,3524
2016-01-01,"Somerset County, NJ",Private Insurance,2432
2016-01-01,"Union County, NJ",Private Insurance,3803
2016-01-01,"Erie County, NY",Private Insurance,6983
2016-01-01,"Jefferson County, NY",Private Insurance,395
2016-01-01,"Guilford County, NC",Private Insurance,2887
2016-01-01,"Cochise County, AZ",Other,183
2016-01-01,"Middlesex County, CT",Other,14
2016-01-01,"Kent County, DE",Other,250
2016-01-01,"Paulding County, GA",Other,92
2016-01-01,"Durham County, NC",Other,34
2016-01-01,"Beaufort County, SC",Other,353
2016-01-01,"Washington County, WI",Other,39
2016-01-01,"Orange County, CA",Self Pay,3627
2016-01-01,"Unidentified Counties, IL",Self Pay,524
2016-01-01,"Kenosha County, WI",Self Pay,19
2016-01-01,"Yolo County, CA",Private Insurance,1425
2016-01-01,"Boulder County, CO",Private Insurance,1815
2016-01-01,"District of Columbia, DC",Private Insurance,4668
2016-01-01,"Unidentified Counties, ME",Private Insurance,1818
2016-01-01,"Middlesex County, MA",Private Insurance,13663
2016-01-01,"Allegheny County, PA",Unknown or Not Stated,517
2016-01-01,"Fayette County, PA",Unknown or Not Stated,57
2016-01-01,"Unidentified Counties, WI",Unknown or Not Stated,434
2016-01-01,"Broward County, FL",Other,199
2016-01-01,"Clark County, OH",Other,34
2016-01-01,"Clermont County, OH",Other,57
2016-01-01,"Centre County, PA",Other,17
2016-01-01,"Galveston County, TX",Other,24
2016-01-01,"Hidalgo County, TX",Other,998
2016-01-01,"Unidentified Counties, GA",Medicaid,23759
2016-01-01,"Calcasieu Parish, LA",Medicaid,1890
2016-01-01,"Davidson County, NC",Medicaid,964
2016-01-01,"Clark County, OH",Medicaid,801
2016-01-01,"Cache County, UT",Medicaid,600
2016-01-01,"Richmond city, VA",Medicaid,1415
2016-01-01,"Hernando County, FL",Self Pay,16
2016-01-01,"Hawaii County, HI",Unknown or Not Stated,51
2016-01-01,"Lee County, AL",Other,232
2016-01-01,"Houston County, GA",Other,283
2016-01-01,"Jackson County, MO",Other,169
2016-01-01,"St. Louis County, MO",Other,128
2016-01-01,"St. Louis city, MO",Other,46
2016-01-01,"Unidentified Counties, NE",Other,116
2016-01-01,"Cumberland County, NJ",Other,19
2016-01-01,"Essex County, NJ",Other,35
2016-01-01,"Guilford County, NC",Other,51
2016-01-01,"Butler County, OH",Other,148
2016-01-01,"Greene County, OH",Other,240
2016-01-01,"Sangamon County, IL",Medicaid,447
2016-01-01,"Anne Arundel County, MD",Medicaid,1928
2016-01-01,"Allegan County, MI",Medicaid,472
2016-01-01,"Essex County, NJ",Medicaid,4590
2016-01-01,"Warren County, NJ",Medicaid,231
2016-01-01,"Niagara County, NY",Medicaid,820
2016-01-01,"Dauphin County, PA",Medicaid,1093
2016-01-01,"Washington County, PA",Medicaid,550
2016-01-01,"York County, SC",Medicaid,1270
2016-01-01,"Wichita County, TX",Medicaid,743
2016-01-01,"Salt Lake County, UT",Medicaid,4625
2016-01-01,"Lowndes County, GA",Self Pay,82
2016-01-01,"Winnebago County, IL",Self Pay,67
2016-01-01,"Muskegon County, MI",Self Pay,30
2016-01-01,"Somerset County, NJ",Self Pay,332
2016-01-01,"Clark County, OH",Self Pay,41
2016-01-01,"Douglas County, GA",Private Insurance,611
2016-01-01,"Houston County, GA",Private Insurance,680
2016-01-01,"Warren County, KY",Private Insurance,850
2016-01-01,"Lexington County, SC",Private Insurance,1721
2016-01-01,"Hampton city, VA",Private Insurance,683
2016-01-01,"Newport News city, VA",Private Insurance,1119
2016-01-01,"Sacramento County, CA",Unknown or Not Stated,63
2016-01-01,"Fresno County, CA",Other,97
2016-01-01,"DeKalb County, GA",Other,690
2016-01-01,"Richmond County, GA",Other,416
2016-01-01,"Unidentified Counties, LA",Other,725
2016-01-01,"Frederick County, MD",Other,201
2016-01-01,"Oakland County, MI",Other,13
2016-01-01,"Monmouth County, NJ",Other,32
2016-01-01,"Dutchess County, NY",Other,39
2016-01-01,"Cumberland County, NC",Other,2169
2016-01-01,"Northampton County, PA",Other,252
2016-01-01,"Montgomery County, TN",Other,1579
2016-01-01,"Washington County, UT",Other,63
2016-01-01,"Shasta County, CA",Medicaid,1119
2016-01-01,"Weld County, CO",Medicaid,1908
2016-01-01,"Anoka County, MN",Medicaid,872
2016-01-01,"San Juan County, NM",Medicaid,1135
2016-01-01,"San Mateo County, CA",Self Pay,96
2016-01-01,"Charles County, MD",Self Pay,55
2016-01-01,"Unidentified Counties, MD",Self Pay,162
2016-01-01,"Genesee County, MI",Self Pay,24
2016-01-01,"Rankin County, MS",Self Pay,32
2016-01-01,"Camden County, NJ",Self Pay,314
2016-01-01,"Hunterdon County, NJ",Self Pay,50
2016-01-01,"Cass County, ND",Self Pay,100
2016-01-01,"Arlington County, VA",Self Pay,462
2016-01-01,"Anchorage Borough, AK",Private Insurance,1936
2016-01-01,"Yavapai County, AZ",Private Insurance,615
2016-01-01,"Fresno County, CA",Private Insurance,4381
2016-01-01,"Los Angeles County, CA",Private Insurance,53549
2016-01-01,"St. Lucie County, FL",Private Insurance,1176
2016-01-01,"Unidentified Counties, NE",Private Insurance,6755
2016-01-01,"Monmouth County, NJ",Private Insurance,4059
2016-01-01,"Dutchess County, NY",Private Insurance,1516
2016-01-01,"Nassau County, NY",Private Insurance,9346
2016-01-01,"Mecklenburg County, NC",Private Insurance,8182
2016-01-01,"Erie County, PA",Private Insurance,1530
2016-01-01,"Mercer County, PA",Private Insurance,551
2016-01-01,"Providence County, RI",Private Insurance,2937
2016-01-01,"Greenville County, SC",Private Insurance,3507
2016-01-01,"Travis County, TX",Private Insurance,8458
2016-01-01,"Howard County, MD",Unknown or Not Stated,13
2016-01-01,"Unidentified Counties, NV",Unknown or Not Stated,69
2016-01-01,"Hillsborough County, NH",Unknown or Not Stated,16
2016-01-01,"Washington County, PA",Unknown or Not Stated,147
2016-01-01,"Carroll County, MD",Other,60
2016-01-01,"Butler County, PA",Other,23
2016-01-01,"Unidentified Counties, NH",Medicaid,1034
2016-01-01,"Ulster County, NY",Medicaid,629
2016-01-01,"Cecil County, MD",Self Pay,46
2016-01-01,"Clay County, MO",Self Pay,62
2016-01-01,"Unidentified Counties, MO",Self Pay,1646
2016-01-01,"Cumberland County, ME",Private Insurance,1985
2016-01-01,"Calhoun County, MI",Private Insurance,723
2016-01-01,"Alexandria city, VA",Private Insurance,2049
2016-01-01,"Pierce County, WA",Private Insurance,5230
2016-01-01,"Franklin County, MO",Unknown or Not Stated,15
2016-01-01,"Wayne County, OH",Unknown or Not Stated,15
2016-01-01,"Lehigh County, PA",Unknown or Not Stated,52
2016-01-01,"Pueblo County, CO",Other,44
2016-01-01,"Prince William County, VA",Other,102
2016-01-01,"Charlotte County, FL",Medicaid,682
2016-01-01,"Coweta County, GA",Medicaid,626
2016-01-01,"McLean County, IL",Medicaid,583
2016-01-01,"Lafayette Parish, LA",Medicaid,1774
2016-01-01,"Forsyth County, NC",Medicaid,2178
2016-01-01,"Cleveland County, OK",Medicaid,1120
2016-01-01,"Charleston County, SC",Medicaid,1961
2016-01-01,"El Paso County, TX",Medicaid,6696
2016-01-01,"Winnebago County, WI",Medicaid,511
2016-01-01,"Clarke County, GA",Self Pay,144
2016-01-01,"Ascension Parish, LA",Self Pay,10
2016-01-01,"Unidentified Counties, MS",Self Pay,699
2016-01-01,"Gloucester County, NJ",Self Pay,60
2016-01-01,"Mercer County, NJ",Self Pay,544
2016-01-01,"Sandoval County, NM",Self Pay,40
2016-01-01,"Rankin County, MS",Private Insurance,1097
2016-01-01,"Fort Bend County, TX",Private Insurance,5982
2016-01-01,"Coconino County, AZ",Other,66
2016-01-01,"Coweta County, GA",Other,62
2016-01-01,"Fayette County, GA",Other,51
2016-01-01,"Sangamon County, IL",Other,29
2016-01-01,"Hendricks County, IN",Other,22
2016-01-01,"Clark County, NV",Other,1123
2016-01-01,"Aiken County, SC",Other,62
2016-01-01,"Unidentified Counties, AZ",Medicaid,1982
2016-01-01,"Hamilton County, IN",Medicaid,445
2016-01-01,"St. Mary's County, MD",Medicaid,397
2016-01-01,"Bristol County, MA",Medicaid,2099
2016-01-01,"Johnston County, NC",Medicaid,1062
2016-01-01,"Lehigh County, PA",Medicaid,1345
2016-01-01,"Lycoming County, PA",Medicaid,461
2016-01-01,"Fairfax County, VA",Medicaid,3514
2016-01-01,"Franklin County, OH",Self Pay,1005
2016-01-01,"Allegheny County, PA",Self Pay,44
2016-01-01,"Bay County, FL",Private Insurance,734
2016-01-01,"Collier County, FL",Private Insurance,1294
2016-01-01,"Duval County, FL",Private Insurance,5663
2016-01-01,"Orange County, FL",Private Insurance,7471
2016-01-01,"Livingston Parish, LA",Private Insurance,947
2016-01-01,"St. Charles County, MO",Private Insurance,3604
2016-01-01,"Douglas County, NE",Private Insurance,5452
2016-01-01,"Greene County, OH",Private Insurance,987
2016-01-01,"Oklahoma County, OK",Private Insurance,4813
2016-01-01,"Pennington County, SD",Private Insurance,665
2016-01-01,"Chesapeake city, VA",Private Insurance,1936
2016-01-01,"Spokane County, WA",Unknown or Not Stated,296
2016-01-01,"Anchorage Borough, AK",Other,968
2016-01-01,"Fond du Lac County, WI",Other,20
2016-01-01,"El Dorado County, CA",Medicaid,571
2016-01-01,"Saratoga County, NY",Medicaid,281
2016-01-01,"Unidentified Counties, NY",Medicaid,6339
2016-01-01,"Kitsap County, WA",Medicaid,972
2016-01-01,"Sussex County, DE",Self Pay,40
2016-01-01,"DeKalb County, GA",Self Pay,959
2016-01-01,"Cabarrus County, NC",Self Pay,204
2016-01-01,"Craven County, NC",Self Pay,50
2016-01-01,"New Hanover County, NC",Self Pay,104
2016-01-01,"Lexington County, SC",Self Pay,116
2016-01-01,"Ventura County, CA",Private Insurance,5031
2016-01-01,"Larimer County, CO",Private Insurance,2176
2016-01-01,"Ada County, ID",Private Insurance,3226
2016-01-01,"York County, ME",Private Insurance,1153
2016-01-01,"Washington County, MD",Private Insurance,796
2016-01-01,"Washtenaw County, MI",Private Insurance,2773
2016-01-01,"Boone County, MO",Private Insurance,1445
2016-01-01,"Unidentified Counties, MT",Private Insurance,4526
2016-01-01,"Hunterdon County, NJ",Private Insurance,794
2016-01-01,"Marion County, OR",Private Insurance,2009
2016-01-01,"Allegheny County, PA",Private Insurance,8897
2016-01-01,"Beaver County, PA",Private Insurance,914
2016-01-01,"Marathon County, WI",Private Insurance,896
2016-01-01,"Lee County, FL",Unknown or Not Stated,89
2016-01-01,"Unidentified Counties, PA",Unknown or Not Stated,281
2016-01-01,"Minnehaha County, SD",Unknown or Not Stated,10
2016-01-01,"Outagamie County, WI",Unknown or Not Stated,10
2016-01-01,"Madison County, AL",Other,141
2016-01-01,"Kane County, IL",Other,39
2016-01-01,"Randolph County, NC",Other,18
2016-01-01,"Bexar County, TX",Other,927
2016-01-01,"Collin County, TX",Other,457
2016-01-01,"Orange County, FL",Medicaid,7384
2016-01-01,"DeKalb County, GA",Medicaid,4886
2016-01-01,"Will County, IL",Medicaid,2590
2016-01-01,"Winnebago County, IL",Medicaid,2079
2016-01-01,"Unidentified Counties, IL",Medicaid,9781
2016-01-01,"Jefferson County, MO",Medicaid,757
2016-01-01,"St. Charles County, MO",Medicaid,748
2016-01-01,"Richland County, OH",Medicaid,700
2016-01-01,"Williamson County, TN",Medicaid,209
2016-01-01,"Unidentified Counties, TX",Medicaid,33316
2016-01-01,"Kankakee County, IL",Self Pay,29
2016-01-01,"Rockland County, NY",Self Pay,29
2016-01-01,"Gregg County, TX",Self Pay,59
2016-01-01,"Tuscaloosa County, AL",Private Insurance,1223
2016-01-01,"Okaloosa County, FL",Private Insurance,815
2016-01-01,"East Baton Rouge Parish, LA",Private Insurance,2458
2016-01-01,"Unidentified Counties, IL",Unknown or Not Stated,89
2016-01-01,"Unidentified Counties, KS",Unknown or Not Stated,114
2016-01-01,"Los Angeles County, CA",Other,4948
2016-01-01,"Denver County, CO",Other,499
2016-01-01,"Calcasieu Parish, LA",Other,36
2016-01-01,"Livingston Parish, LA",Other,19
2016-01-01,"Washtenaw County, MI",Other,15
2016-01-01,"Lancaster County, NE",Other,57
2016-01-01,"Broome County, NY",Other,30
2016-01-01,"Oklahoma County, OK",Other,401
2016-01-01,"Franklin County, PA",Other,78
2016-01-01,"Pennington County, SD",Other,250
2016-01-01,"Riverside County, CA",Medicaid,14952
2016-01-01,"San Joaquin County, CA",Medicaid,5815
2016-01-01,"Honolulu County, HI",Medicaid,2157
2016-01-01,"Tippecanoe County, IN",Medicaid,899
2016-01-01,"Brunswick County, NC",Medicaid,517
2016-01-01,"Onslow County, NC",Medicaid,975
2016-01-01,"Sheboygan County, WI",Medicaid,418
2016-01-01,"Warren County, KY",Self Pay,112
2016-01-01,"Jasper County, MO",Self Pay,64
2016-01-01,"Morris County, NJ",Self Pay,85
2016-01-01,"Tulsa County, OK",Self Pay,193
